AcademiaFreq_Project_Data
Issue Key;Issue Type;Summary;Description;Priority;Status;Assignee;Reporter;Epic Link;Sprint;Story Points;Labels;Created;Due Date;Original Estimate;Time Spent;Components
FREQ-207;Task;Implementação Frontend Web - Exportar relatório Excel;Realizar implementação frontend web para a funcionalidade: Exportar relatório Excel;Low;To Do;Beatriz Costa;João Santos;EPIC-4;Sprint 5;;task,implementação-frontend-web;2026-03-01;2026-03-16;6h;;Module-4
FREQ-208;Task;Testes Unitários - Exportar relatório Excel;Realizar testes unitários para a funcionalidade: Exportar relatório Excel;Low;To Do;Rafael Lima;João Santos;EPIC-4;Sprint 5;;task,testes-unitários;2026-03-01;2026-03-16;3h;;Module-4
FREQ-209;Task;Code Review - Exportar relatório Excel;Realizar code review para a funcionalidade: Exportar relatório Excel;Low;To Do;Ana Oliveira;João Santos;EPIC-4;Sprint 5;;task,code-review;2026-03-01;2026-03-16;4h;;Module-4
FREQ-210;Story;Dashboard admin com analytics;Como usuário, eu quero dashboard admin com analytics para melhorar a experiência com o app de frequência acadêmica.;Low;To Do;Beatriz Costa;Maria Silva;EPIC-4;Sprint 5;8;sprint-5,epic-4;2026-02-23;2026-03-16;64h;;Module-4
FREQ-211;Task;Design UI/UX - Dashboard admin com analytics;Realizar design ui/ux para a funcionalidade: Dashboard admin com analytics;Low;To Do;Juliana Souza;João Santos;EPIC-4;Sprint 5;;task,design-ui/ux;2026-02-24;2026-03-16;4h;;Module-4
FREQ-212;Task;Implementação Backend - Dashboard admin com analytics;Realizar implementação backend para a funcionalidade: Dashboard admin com analytics;Low;To Do;Carlos Mendes;João Santos;EPIC-4;Sprint 5;;task,implementação-backend;2026-02-24;2026-03-16;19h;;Module-4
FREQ-213;Task;Implementação Frontend Web - Dashboard admin com analytics;Realizar implementação frontend web para a funcionalidade: Dashboard admin com analytics;Low;To Do;Beatriz Costa;João Santos;EPIC-4;Sprint 5;;task,implementação-frontend-web;2026-02-24;2026-03-16;16h;;Module-4
FREQ-214;Task;Implementação Mobile - Dashboard admin com analytics;Realizar implementação mobile para a funcionalidade: Dashboard admin com analytics;Low;To Do;Pedro Almeida;João Santos;EPIC-4;Sprint 5;;task,implementação-mobile;2026-02-24;2026-03-16;16h;;Module-4
FREQ-215;Task;Testes Unitários - Dashboard admin com analytics;Realizar testes unitários para a funcionalidade: Dashboard admin com analytics;Low;To Do;Rafael Lima;João Santos;EPIC-4;Sprint 5;;task,testes-unitários;2026-02-24;2026-03-16;9h;;Module-4
FREQ-216;Task;Testes E2E - Dashboard admin com analytics;Realizar testes e2e para a funcionalidade: Dashboard admin com analytics;Low;To Do;Rafael Lima;João Santos;EPIC-4;Sprint 5;;task,testes-e2e;2026-02-24;2026-03-16;9h;;Module-4
FREQ-217;Task;Code Review - Dashboard admin com analytics;Realizar code review para a funcionalidade: Dashboard admin com analytics;Low;To Do;Ana Oliveira;João Santos;EPIC-4;Sprint 5;;task,code-review;2026-02-24;2026-03-16;4h;;Module-4
FREQ-218;Task;Documentação - Dashboard admin com analytics;Realizar documentação para a funcionalidade: Dashboard admin com analytics;Low;To Do;João Santos;João Santos;EPIC-4;Sprint 5;;task,documentação;2026-02-24;2026-03-16;8h;;Module-4
FREQ-219;Story;Push notification quando aula começa;Como usuário, eu quero push notification quando aula começa para melhorar a experiência com o app de frequência acadêmica.;Medium;To Do;Pedro Almeida;Maria Silva;EPIC-5;Sprint 5;5;sprint-5,epic-5;2026-02-25;2026-03-16;40h;;Module-5
FREQ-220;Task;Design UI/UX - Push notification quando aula começa;Realizar design ui/ux para a funcionalidade: Push notification quando aula começa;Medium;To Do;Juliana Souza;João Santos;EPIC-5;Sprint 5;;task,design-ui/ux;2026-02-26;2026-03-16;4h;;Module-5
FREQ-221;Task;Implementação Backend - Push notification quando aula começa;Realizar implementação backend para a funcionalidade: Push notification quando aula começa;Medium;To Do;Carlos Mendes;João Santos;EPIC-5;Sprint 5;;task,implementação-backend;2026-02-26;2026-03-16;12h;;Module-5
FREQ-222;Task;Implementação Frontend Web - Push notification quando aula começa;Realizar implementação frontend web para a funcionalidade: Push notification quando aula começa;Medium;To Do;Beatriz Costa;João Santos;EPIC-5;Sprint 5;;task,implementação-frontend-web;2026-02-26;2026-03-16;10h;;Module-5
FREQ-223;Task;Implementação Mobile - Push notification quando aula começa;Realizar implementação mobile para a funcionalidade: Push notification quando aula começa;Medium;To Do;Pedro Almeida;João Santos;EPIC-5;Sprint 5;;task,implementação-mobile;2026-02-26;2026-03-16;10h;;Module-5
FREQ-224;Task;Testes Unitários - Push notification quando aula começa;Realizar testes unitários para a funcionalidade: Push notification quando aula começa;Medium;To Do;Rafael Lima;João Santos;EPIC-5;Sprint 5;;task,testes-unitários;2026-02-26;2026-03-16;6h;;Module-5
FREQ-225;Task;Testes E2E - Push notification quando aula começa;Realizar testes e2e para a funcionalidade: Push notification quando aula começa;Medium;To Do;Rafael Lima;João Santos;EPIC-5;Sprint 5;;task,testes-e2e;2026-02-26;2026-03-16;6h;;Module-5
FREQ-226;Task;Code Review - Push notification quando aula começa;Realizar code review para a funcionalidade: Push notification quando aula começa;Medium;To Do;Ana Oliveira;João Santos;EPIC-5;Sprint 5;;task,code-review;2026-02-26;2026-03-16;4h;;Module-5
FREQ-227;Story;Email de resumo semanal de faltas;Como usuário, eu quero email de resumo semanal de faltas para melhorar a experiência com o app de frequência acadêmica.;Medium;To Do;Carlos Mendes;Maria Silva;EPIC-5;Sprint 5;3;sprint-5,epic-5;2026-02-24;2026-03-16;24h;;Module-5
FREQ-228;Task;Design UI/UX - Email de resumo semanal de faltas;Realizar design ui/ux para a funcionalidade: Email de resumo semanal de faltas;Medium;To Do;Juliana Souza;João Santos;EPIC-5;Sprint 5;;task,design-ui/ux;2026-02-25;2026-03-16;4h;;Module-5
FREQ-229;Task;Implementação Backend - Email de resumo semanal de faltas;Realizar implementação backend para a funcionalidade: Email de resumo semanal de faltas;Medium;To Do;Carlos Mendes;João Santos;EPIC-5;Sprint 5;;task,implementação-backend;2026-02-25;2026-03-16;7h;;Module-5
FREQ-230;Task;Implementação Frontend Web - Email de resumo semanal de faltas;Realizar implementação frontend web para a funcionalidade: Email de resumo semanal de faltas;Medium;To Do;Beatriz Costa;João Santos;EPIC-5;Sprint 5;;task,implementação-frontend-web;2026-02-25;2026-03-16;6h;;Module-5
FREQ-231;Task;Testes Unitários - Email de resumo semanal de faltas;Realizar testes unitários para a funcionalidade: Email de resumo semanal de faltas;Medium;To Do;Rafael Lima;João Santos;EPIC-5;Sprint 5;;task,testes-unitários;2026-02-25;2026-03-16;3h;;Module-5
FREQ-232;Task;Code Review - Email de resumo semanal de faltas;Realizar code review para a funcionalidade: Email de resumo semanal de faltas;Medium;To Do;Ana Oliveira;João Santos;EPIC-5;Sprint 5;;task,code-review;2026-02-25;2026-03-16;4h;;Module-5
FREQ-233;Story;Alerta quando atingir limite de faltas;Como usuário, eu quero alerta quando atingir limite de faltas para melhorar a experiência com o app de frequência acadêmica.;High;To Do;Beatriz Costa;Maria Silva;EPIC-5;Sprint 5;5;sprint-5,epic-5;2026-02-21;2026-03-16;40h;;Module-5
FREQ-234;Task;Design UI/UX - Alerta quando atingir limite de faltas;Realizar design ui/ux para a funcionalidade: Alerta quando atingir limite de faltas;High;To Do;Juliana Souza;João Santos;EPIC-5;Sprint 5;;task,design-ui/ux;2026-02-22;2026-03-16;4h;;Module-5
FREQ-235;Task;Implementação Backend - Alerta quando atingir limite de faltas;Realizar implementação backend para a funcionalidade: Alerta quando atingir limite de faltas;High;To Do;Carlos Mendes;João Santos;EPIC-5;Sprint 5;;task,implementação-backend;2026-02-22;2026-03-16;12h;;Module-5
FREQ-236;Task;Implementação Frontend Web - Alerta quando atingir limite de faltas;Realizar implementação frontend web para a funcionalidade: Alerta quando atingir limite de faltas;High;To Do;Beatriz Costa;João Santos;EPIC-5;Sprint 5;;task,implementação-frontend-web;2026-02-22;2026-03-16;10h;;Module-5
FREQ-237;Task;Implementação Mobile - Alerta quando atingir limite de faltas;Realizar implementação mobile para a funcionalidade: Alerta quando atingir limite de faltas;High;To Do;Pedro Almeida;João Santos;EPIC-5;Sprint 5;;task,implementação-mobile;2026-02-22;2026-03-16;10h;;Module-5
FREQ-238;Task;Testes Unitários - Alerta quando atingir limite de faltas;Realizar testes unitários para a funcionalidade: Alerta quando atingir limite de faltas;High;To Do;Rafael Lima;João Santos;EPIC-5;Sprint 5;;task,testes-unitários;2026-02-22;2026-03-16;6h;;Module-5
FREQ-239;Task;Testes E2E - Alerta quando atingir limite de faltas;Realizar testes e2e para a funcionalidade: Alerta quando atingir limite de faltas;High;To Do;Rafael Lima;João Santos;EPIC-5;Sprint 5;;task,testes-e2e;2026-02-22;2026-03-16;6h;;Module-5
FREQ-240;Task;Code Review - Alerta quando atingir limite de faltas;Realizar code review para a funcionalidade: Alerta quando atingir limite de faltas;High;To Do;Ana Oliveira;João Santos;EPIC-5;Sprint 5;;task,code-review;2026-02-22;2026-03-16;4h;;Module-5
FREQ-241;Story;SMS para responsáveis (menores);Como usuário, eu quero sms para responsáveis (menores) para melhorar a experiência com o app de frequência acadêmica.;Low;To Do;Pedro Almeida;Maria Silva;EPIC-5;Sprint 5;8;sprint-5,epic-5;2026-02-22;2026-03-16;64h;;Module-5
FREQ-242;Task;Design UI/UX - SMS para responsáveis (menores);Realizar design ui/ux para a funcionalidade: SMS para responsáveis (menores);Low;To Do;Juliana Souza;João Santos;EPIC-5;Sprint 5;;task,design-ui/ux;2026-02-23;2026-03-16;4h;;Module-5
FREQ-243;Task;Implementação Backend - SMS para responsáveis (menores);Realizar implementação backend para a funcionalidade: SMS para responsáveis (menores);Low;To Do;Carlos Mendes;João Santos;EPIC-5;Sprint 5;;task,implementação-backend;2026-02-23;2026-03-16;19h;;Module-5
FREQ-244;Task;Implementação Frontend Web - SMS para responsáveis (menores);Realizar implementação frontend web para a funcionalidade: SMS para responsáveis (menores);Low;To Do;Beatriz Costa;João Santos;EPIC-5;Sprint 5;;task,implementação-frontend-web;2026-02-23;2026-03-16;16h;;Module-5
FREQ-245;Task;Implementação Mobile - SMS para responsáveis (menores);Realizar implementação mobile para a funcionalidade: SMS para responsáveis (menores);Low;To Do;Pedro Almeida;João Santos;EPIC-5;Sprint 5;;task,implementação-mobile;2026-02-23;2026-03-16;16h;;Module-5
FREQ-246;Task;Testes Unitários - SMS para responsáveis (menores);Realizar testes unitários para a funcionalidade: SMS para responsáveis (menores);Low;To Do;Rafael Lima;João Santos;EPIC-5;Sprint 5;;task,testes-unitários;2026-02-23;2026-03-16;9h;;Module-5
FREQ-247;Task;Testes E2E - SMS para responsáveis (menores);Realizar testes e2e para a funcionalidade: SMS para responsáveis (menores);Low;To Do;Rafael Lima;João Santos;EPIC-5;Sprint 5;;task,testes-e2e;2026-02-23;2026-03-16;9h;;Module-5
FREQ-248;Task;Code Review - SMS para responsáveis (menores);Realizar code review para a funcionalidade: SMS para responsáveis (menores);Low;To Do;Ana Oliveira;João Santos;EPIC-5;Sprint 5;;task,code-review;2026-02-23;2026-03-16;4h;;Module-5
FREQ-249;Task;Documentação - SMS para responsáveis (menores);Realizar documentação para a funcionalidade: SMS para responsáveis (menores);Low;To Do;João Santos;João Santos;EPIC-5;Sprint 5;;task,documentação;2026-02-23;2026-03-16;8h;;Module-5
FREQ-250;Story;Notificação de cancelamento aula;Como usuário, eu quero notificação de cancelamento aula para melhorar a experiência com o app de frequência acadêmica.;Medium;To Do;Beatriz Costa;Maria Silva;EPIC-5;Sprint 5;2;sprint-5,epic-5;2026-02-25;2026-03-16;16h;;Module-5
FREQ-251;Task;Design UI/UX - Notificação de cancelamento aula;Realizar design ui/ux para a funcionalidade: Notificação de cancelamento aula;Medium;To Do;Juliana Souza;João Santos;EPIC-5;Sprint 5;;task,design-ui/ux;2026-02-26;2026-03-16;4h;;Module-5
FREQ-252;Task;Implementação Backend - Notificação de cancelamento aula;Realizar implementação backend para a funcionalidade: Notificação de cancelamento aula;Medium;To Do;Carlos Mendes;João Santos;EPIC-5;Sprint 5;;task,implementação-backend;2026-02-26;2026-03-16;4h;;Module-5
FREQ-253;Task;Implementação Frontend Web - Notificação de cancelamento aula;Realizar implementação frontend web para a funcionalidade: Notificação de cancelamento aula;Medium;To Do;Beatriz Costa;João Santos;EPIC-5;Sprint 5;;task,implementação-frontend-web;2026-02-26;2026-03-16;4h;;Module-5
FREQ-254;Task;Testes Unitários - Notificação de cancelamento aula;Realizar testes unitários para a funcionalidade: Notificação de cancelamento aula;Medium;To Do;Rafael Lima;João Santos;EPIC-5;Sprint 5;;task,testes-unitários;2026-02-26;2026-03-16;2h;;Module-5
FREQ-255;Task;Code Review - Notificação de cancelamento aula;Realizar code review para a funcionalidade: Notificação de cancelamento aula;Medium;To Do;Ana Oliveira;João Santos;EPIC-5;Sprint 5;;task,code-review;2026-02-26;2026-03-16;4h;;Module-5
FREQ-256;Story;API REST para integração externa;Como usuário, eu quero api rest para integração externa para melhorar a experiência com o app de frequência acadêmica.;Medium;To Do;Carlos Mendes;Maria Silva;EPIC-6;Sprint 6;8;sprint-6,epic-6;2026-03-14;2026-03-30;64h;;Module-6
FREQ-257;Task;Design UI/UX - API REST para integração externa;Realizar design ui/ux para a funcionalidade: API REST para integração externa;Medium;To Do;Juliana Souza;João Santos;EPIC-6;Sprint 6;;task,design-ui/ux;2026-03-15;2026-03-30;4h;;Module-6
FREQ-258;Task;Implementação Backend - API REST para integração externa;Realizar implementação backend para a funcionalidade: API REST para integração externa;Medium;To Do;Carlos Mendes;João Santos;EPIC-6;Sprint 6;;task,implementação-backend;2026-03-15;2026-03-30;19h;;Module-6
FREQ-259;Task;Implementação Frontend Web - API REST para integração externa;Realizar implementação frontend web para a funcionalidade: API REST para integração externa;Medium;To Do;Beatriz Costa;João Santos;EPIC-6;Sprint 6;;task,implementação-frontend-web;2026-03-15;2026-03-30;16h;;Module-6
FREQ-260;Task;Implementação Mobile - API REST para integração externa;Realizar implementação mobile para a funcionalidade: API REST para integração externa;Medium;To Do;Pedro Almeida;João Santos;EPIC-6;Sprint 6;;task,implementação-mobile;2026-03-15;2026-03-30;16h;;Module-6
FREQ-261;Task;Testes Unitários - API REST para integração externa;Realizar testes unitários para a funcionalidade: API REST para integração externa;Medium;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 6;;task,testes-unitários;2026-03-15;2026-03-30;9h;;Module-6
FREQ-262;Task;Testes E2E - API REST para integração externa;Realizar testes e2e para a funcionalidade: API REST para integração externa;Medium;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 6;;task,testes-e2e;2026-03-15;2026-03-30;9h;;Module-6
FREQ-263;Task;Code Review - API REST para integração externa;Realizar code review para a funcionalidade: API REST para integração externa;Medium;To Do;Ana Oliveira;João Santos;EPIC-6;Sprint 6;;task,code-review;2026-03-15;2026-03-30;4h;;Module-6
FREQ-264;Task;Documentação - API REST para integração externa;Realizar documentação para a funcionalidade: API REST para integração externa;Medium;To Do;João Santos;João Santos;EPIC-6;Sprint 6;;task,documentação;2026-03-15;2026-03-30;8h;;Module-6
FREQ-265;Story;Integração com Moodle;Como usuário, eu quero integração com moodle para melhorar a experiência com o app de frequência acadêmica.;Low;To Do;Carlos Mendes;Maria Silva;EPIC-6;Sprint 6;13;sprint-6,epic-6;2026-03-12;2026-03-30;104h;;Module-6
FREQ-266;Task;Design UI/UX - Integração com Moodle;Realizar design ui/ux para a funcionalidade: Integração com Moodle;Low;To Do;Juliana Souza;João Santos;EPIC-6;Sprint 6;;task,design-ui/ux;2026-03-13;2026-03-30;4h;;Module-6
FREQ-267;Task;Implementação Backend - Integração com Moodle;Realizar implementação backend para a funcionalidade: Integração com Moodle;Low;To Do;Carlos Mendes;João Santos;EPIC-6;Sprint 6;;task,implementação-backend;2026-03-13;2026-03-30;31h;;Module-6
FREQ-268;Task;Implementação Frontend Web - Integração com Moodle;Realizar implementação frontend web para a funcionalidade: Integração com Moodle;Low;To Do;Beatriz Costa;João Santos;EPIC-6;Sprint 6;;task,implementação-frontend-web;2026-03-13;2026-03-30;26h;;Module-6
FREQ-269;Task;Implementação Mobile - Integração com Moodle;Realizar implementação mobile para a funcionalidade: Integração com Moodle;Low;To Do;Pedro Almeida;João Santos;EPIC-6;Sprint 6;;task,implementação-mobile;2026-03-13;2026-03-30;26h;;Module-6
FREQ-270;Task;Testes Unitários - Integração com Moodle;Realizar testes unitários para a funcionalidade: Integração com Moodle;Low;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 6;;task,testes-unitários;2026-03-13;2026-03-30;15h;;Module-6
FREQ-271;Task;Testes E2E - Integração com Moodle;Realizar testes e2e para a funcionalidade: Integração com Moodle;Low;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 6;;task,testes-e2e;2026-03-13;2026-03-30;15h;;Module-6
FREQ-272;Task;Code Review - Integração com Moodle;Realizar code review para a funcionalidade: Integração com Moodle;Low;To Do;Ana Oliveira;João Santos;EPIC-6;Sprint 6;;task,code-review;2026-03-13;2026-03-30;4h;;Module-6
FREQ-273;Task;Documentação - Integração com Moodle;Realizar documentação para a funcionalidade: Integração com Moodle;Low;To Do;João Santos;João Santos;EPIC-6;Sprint 6;;task,documentação;2026-03-13;2026-03-30;8h;;Module-6
FREQ-274;Story;Sincronização com SIA institucional;Como usuário, eu quero sincronização com sia institucional para melhorar a experiência com o app de frequência acadêmica.;Low;To Do;Beatriz Costa;Maria Silva;EPIC-6;Sprint 6;13;sprint-6,epic-6;2026-03-10;2026-03-30;104h;;Module-6
FREQ-275;Task;Design UI/UX - Sincronização com SIA institucional;Realizar design ui/ux para a funcionalidade: Sincronização com SIA institucional;Low;To Do;Juliana Souza;João Santos;EPIC-6;Sprint 6;;task,design-ui/ux;2026-03-11;2026-03-30;4h;;Module-6
FREQ-276;Task;Implementação Backend - Sincronização com SIA institucional;Realizar implementação backend para a funcionalidade: Sincronização com SIA institucional;Low;To Do;Carlos Mendes;João Santos;EPIC-6;Sprint 6;;task,implementação-backend;2026-03-11;2026-03-30;31h;;Module-6
FREQ-277;Task;Implementação Frontend Web - Sincronização com SIA institucional;Realizar implementação frontend web para a funcionalidade: Sincronização com SIA institucional;Low;To Do;Beatriz Costa;João Santos;EPIC-6;Sprint 6;;task,implementação-frontend-web;2026-03-11;2026-03-30;26h;;Module-6
FREQ-278;Task;Implementação Mobile - Sincronização com SIA institucional;Realizar implementação mobile para a funcionalidade: Sincronização com SIA institucional;Low;To Do;Pedro Almeida;João Santos;EPIC-6;Sprint 6;;task,implementação-mobile;2026-03-11;2026-03-30;26h;;Module-6
FREQ-279;Task;Testes Unitários - Sincronização com SIA institucional;Realizar testes unitários para a funcionalidade: Sincronização com SIA institucional;Low;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 6;;task,testes-unitários;2026-03-11;2026-03-30;15h;;Module-6
FREQ-280;Task;Testes E2E - Sincronização com SIA institucional;Realizar testes e2e para a funcionalidade: Sincronização com SIA institucional;Low;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 6;;task,testes-e2e;2026-03-11;2026-03-30;15h;;Module-6
FREQ-281;Task;Code Review - Sincronização com SIA institucional;Realizar code review para a funcionalidade: Sincronização com SIA institucional;Low;To Do;Ana Oliveira;João Santos;EPIC-6;Sprint 6;;task,code-review;2026-03-11;2026-03-30;4h;;Module-6
FREQ-282;Task;Documentação - Sincronização com SIA institucional;Realizar documentação para a funcionalidade: Sincronização com SIA institucional;Low;To Do;João Santos;João Santos;EPIC-6;Sprint 6;;task,documentação;2026-03-11;2026-03-30;8h;;Module-6
FREQ-283;Story;Webhook para eventos de presença;Como usuário, eu quero webhook para eventos de presença para melhorar a experiência com o app de frequência acadêmica.;Low;To Do;Pedro Almeida;Maria Silva;EPIC-6;Sprint 7;5;sprint-7,epic-6;2026-03-21;2026-04-13;40h;;Module-6
FREQ-284;Task;Design UI/UX - Webhook para eventos de presença;Realizar design ui/ux para a funcionalidade: Webhook para eventos de presença;Low;To Do;Juliana Souza;João Santos;EPIC-6;Sprint 7;;task,design-ui/ux;2026-03-22;2026-04-13;4h;;Module-6
FREQ-285;Task;Implementação Backend - Webhook para eventos de presença;Realizar implementação backend para a funcionalidade: Webhook para eventos de presença;Low;To Do;Carlos Mendes;João Santos;EPIC-6;Sprint 7;;task,implementação-backend;2026-03-22;2026-04-13;12h;;Module-6
FREQ-286;Task;Implementação Frontend Web - Webhook para eventos de presença;Realizar implementação frontend web para a funcionalidade: Webhook para eventos de presença;Low;To Do;Beatriz Costa;João Santos;EPIC-6;Sprint 7;;task,implementação-frontend-web;2026-03-22;2026-04-13;10h;;Module-6
FREQ-287;Task;Implementação Mobile - Webhook para eventos de presença;Realizar implementação mobile para a funcionalidade: Webhook para eventos de presença;Low;To Do;Pedro Almeida;João Santos;EPIC-6;Sprint 7;;task,implementação-mobile;2026-03-22;2026-04-13;10h;;Module-6
FREQ-288;Task;Testes Unitários - Webhook para eventos de presença;Realizar testes unitários para a funcionalidade: Webhook para eventos de presença;Low;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 7;;task,testes-unitários;2026-03-22;2026-04-13;6h;;Module-6
FREQ-289;Task;Testes E2E - Webhook para eventos de presença;Realizar testes e2e para a funcionalidade: Webhook para eventos de presença;Low;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 7;;task,testes-e2e;2026-03-22;2026-04-13;6h;;Module-6
FREQ-290;Task;Code Review - Webhook para eventos de presença;Realizar code review para a funcionalidade: Webhook para eventos de presença;Low;To Do;Ana Oliveira;João Santos;EPIC-6;Sprint 7;;task,code-review;2026-03-22;2026-04-13;4h;;Module-6
FREQ-291;Story;Export automático para Google Sheets;Como usuário, eu quero export automático para google sheets para melhorar a experiência com o app de frequência acadêmica.;Low;To Do;Pedro Almeida;Maria Silva;EPIC-6;Sprint 7;5;sprint-7,epic-6;2026-03-25;2026-04-13;40h;;Module-6
FREQ-292;Task;Design UI/UX - Export automático para Google Sheets;Realizar design ui/ux para a funcionalidade: Export automático para Google Sheets;Low;To Do;Juliana Souza;João Santos;EPIC-6;Sprint 7;;task,design-ui/ux;2026-03-26;2026-04-13;4h;;Module-6
FREQ-293;Task;Implementação Backend - Export automático para Google Sheets;Realizar implementação backend para a funcionalidade: Export automático para Google Sheets;Low;To Do;Carlos Mendes;João Santos;EPIC-6;Sprint 7;;task,implementação-backend;2026-03-26;2026-04-13;12h;;Module-6
FREQ-294;Task;Implementação Frontend Web - Export automático para Google Sheets;Realizar implementação frontend web para a funcionalidade: Export automático para Google Sheets;Low;To Do;Beatriz Costa;João Santos;EPIC-6;Sprint 7;;task,implementação-frontend-web;2026-03-26;2026-04-13;10h;;Module-6
FREQ-295;Task;Implementação Mobile - Export automático para Google Sheets;Realizar implementação mobile para a funcionalidade: Export automático para Google Sheets;Low;To Do;Pedro Almeida;João Santos;EPIC-6;Sprint 7;;task,implementação-mobile;2026-03-26;2026-04-13;10h;;Module-6
FREQ-296;Task;Testes Unitários - Export automático para Google Sheets;Realizar testes unitários para a funcionalidade: Export automático para Google Sheets;Low;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 7;;task,testes-unitários;2026-03-26;2026-04-13;6h;;Module-6
FREQ-297;Task;Testes E2E - Export automático para Google Sheets;Realizar testes e2e para a funcionalidade: Export automático para Google Sheets;Low;To Do;Rafael Lima;João Santos;EPIC-6;Sprint 7;;task,testes-e2e;2026-03-26;2026-04-13;6h;;Module-6
FREQ-298;Task;Code Review - Export automático para Google Sheets;Realizar code review para a funcionalidade: Export automático para Google Sheets;Low;To Do;Ana Oliveira;João Santos;EPIC-6;Sprint 7;;task,code-review;2026-03-26;2026-04-13;4h;;Module-6
FREQ-299;Bug;QR Code não expira após timeout definido;Bug identificado: QR Code não expira após timeout definido. Necessário investigação e correção.;High;Done;Pedro Almeida;Rafael Lima;EPIC-2;Sprint 3;2;bug,sprint-3;2026-02-09;2026-02-16;8h;6h;Module-2
FREQ-300;Bug;Crash ao fazer login com Google no iOS;Bug identificado: Crash ao fazer login com Google no iOS. Necessário investigação e correção.;Highest;Done;Pedro Almeida;Rafael Lima;EPIC-1;Sprint 3;1;bug,sprint-3;2026-02-09;2026-02-16;4h;3h;Module-1
FREQ-301;Bug;Geolocalização imprecisa em áreas rurais;Bug identificado: Geolocalização imprecisa em áreas rurais. Necessário investigação e correção.;Medium;In Progress;Carlos Mendes;Rafael Lima;EPIC-2;Sprint 4;3;bug,sprint-4;2026-02-18;2026-03-02;12h;9h;Module-2
FREQ-302;Bug;Dashboard não carrega com muitos dados;Bug identificado: Dashboard não carrega com muitos dados. Necessário investigação e correção.;High;Done;Beatriz Costa;Rafael Lima;EPIC-4;Sprint 4;2;bug,sprint-4;2026-02-24;2026-03-02;8h;6h;Module-4
FREQ-303;Bug;Push notification duplicada;Bug identificado: Push notification duplicada. Necessário investigação e correção.;Medium;In Progress;Carlos Mendes;Rafael Lima;EPIC-5;Sprint 3;1;bug,sprint-3;2026-02-09;2026-02-16;4h;3h;Module-5
FREQ-304;Bug;Exportação PDF corta texto longo;Bug identificado: Exportação PDF corta texto longo. Necessário investigação e correção.;Low;In Progress;Beatriz Costa;Rafael Lima;EPIC-4;Sprint 2;1;bug,sprint-2;2026-01-21;2026-02-02;4h;3h;Module-4
FREQ-305;Bug;Sincronização lenta com Moodle;Bug identificado: Sincronização lenta com Moodle. Necessário investigação e correção.;Medium;Done;Carlos Mendes;Rafael Lima;EPIC-6;Sprint 4;3;bug,sprint-4;2026-02-19;2026-03-02;12h;9h;Module-6
FREQ-306;Bug;Interface mobile desalinhada em tablets;Bug identificado: Interface mobile desalinhada em tablets. Necessário investigação e correção.;Low;Done;Juliana Souza;Rafael Lima;EPIC-2;Sprint 4;2;bug,sprint-4;2026-02-18;2026-03-02;8h;6h;Module-2
